calibration_reviewer_name,conversation_external_id,rating_category_name,rating_value,rating_max
Annotator2,a09c6f20-aec3-4d8c-9594-6525cbcb9fbb,Does the content make sense?,1.0,1
Annotator4,a09c6f20-aec3-4d8c-9594-6525cbcb9fbb,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,a09c6f20-aec3-4d8c-9594-6525cbcb9fbb,Does the content make sense?,1.0,1
Annotator1,a19d4925-ee5c-4c86-bfeb-9303c13e8416,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,a19d4925-ee5c-4c86-bfeb-9303c13e8416,Does the content make sense?,1.0,1
Annotator2,a19d4925-ee5c-4c86-bfeb-9303c13e8416,Does the content make sense?,1.0,1
Annotator2,a19d4925-ee5c-4c86-bfeb-9303c13e8416,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,a19d4925-ee5c-4c86-bfeb-9303c13e8416,Does the content make sense?,1.0,1
Annotator4,a19d4925-ee5c-4c86-bfeb-9303c13e8416,"Is this fluent, human-written Estonian?",1.0,3
Annotator1,a19f7dc6-78ef-4897-81ef-654bce6a20b4,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,a19f7dc6-78ef-4897-81ef-654bce6a20b4,Does the content make sense?,1.0,1
Annotator2,a19f7dc6-78ef-4897-81ef-654bce6a20b4,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,a19f7dc6-78ef-4897-81ef-654bce6a20b4,Does the content make sense?,1.0,1
Annotator4,a19f7dc6-78ef-4897-81ef-654bce6a20b4,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,a19f7dc6-78ef-4897-81ef-654bce6a20b4,Does the content make sense?,1.0,1
Annotator1,a31c201b-13d5-42ee-84c1-b7bf9e58e0d5,Does the content make sense?,1.0,1
Annotator1,a31c201b-13d5-42ee-84c1-b7bf9e58e0d5,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,a31c201b-13d5-42ee-84c1-b7bf9e58e0d5,"Is this fluent, human-written Estonian?",0.0,3
Annotator2,a31c201b-13d5-42ee-84c1-b7bf9e58e0d5,Does the content make sense?,1.0,1
Annotator4,a31c201b-13d5-42ee-84c1-b7bf9e58e0d5,"Is this fluent, human-written Estonian?",0.0,3
Annotator4,a31c201b-13d5-42ee-84c1-b7bf9e58e0d5,Does the content make sense?,1.0,1
Annotator1,a3cb6be6-5850-470a-8755-27be47b07bc6,"Is this fluent, human-written Estonian?",3.0,3
Annotator1,a3cb6be6-5850-470a-8755-27be47b07bc6,Does the content make sense?,1.0,1
Annotator2,a3cb6be6-5850-470a-8755-27be47b07bc6,Does the content make sense?,0.0,1
Annotator2,a3cb6be6-5850-470a-8755-27be47b07bc6,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,a3cb6be6-5850-470a-8755-27be47b07bc6,Does the content make sense?,1.0,1
Annotator4,a3cb6be6-5850-470a-8755-27be47b07bc6,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,a597a526-aef2-4df9-80b7-7a45c1417eeb,"Is this fluent, human-written Estonian?",1.0,3
Annotator1,a597a526-aef2-4df9-80b7-7a45c1417eeb,Does the content make sense?,0.0,1
Annotator2,a597a526-aef2-4df9-80b7-7a45c1417eeb,Does the content make sense?,0.0,1
Annotator2,a597a526-aef2-4df9-80b7-7a45c1417eeb,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,a597a526-aef2-4df9-80b7-7a45c1417eeb,"Is this fluent, human-written Estonian?",1.0,3
Annotator4,a597a526-aef2-4df9-80b7-7a45c1417eeb,Does the content make sense?,1.0,1
Annotator1,a653ac50-ecf7-49da-b8c8-4e247bd6ed7d,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,a653ac50-ecf7-49da-b8c8-4e247bd6ed7d,Does the content make sense?,1.0,1
Annotator2,a653ac50-ecf7-49da-b8c8-4e247bd6ed7d,Does the content make sense?,1.0,1
Annotator2,a653ac50-ecf7-49da-b8c8-4e247bd6ed7d,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,a653ac50-ecf7-49da-b8c8-4e247bd6ed7d,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,a653ac50-ecf7-49da-b8c8-4e247bd6ed7d,Does the content make sense?,1.0,1
Annotator1,a76ae161-e031-4a33-99a4-e00403250b6e,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,a76ae161-e031-4a33-99a4-e00403250b6e,Does the content make sense?,1.0,1
Annotator2,a76ae161-e031-4a33-99a4-e00403250b6e,Does the content make sense?,1.0,1
Annotator2,a76ae161-e031-4a33-99a4-e00403250b6e,"Is this fluent, human-written Estonian?",1.0,3
Annotator4,a76ae161-e031-4a33-99a4-e00403250b6e,Does the content make sense?,1.0,1
Annotator4,a76ae161-e031-4a33-99a4-e00403250b6e,"Is this fluent, human-written Estonian?",1.0,3
Annotator1,a7f8bcae-94b0-43a9-a50e-33cdbadc6d07,Does the content make sense?,1.0,1
Annotator1,a7f8bcae-94b0-43a9-a50e-33cdbadc6d07,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,a7f8bcae-94b0-43a9-a50e-33cdbadc6d07,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,a7f8bcae-94b0-43a9-a50e-33cdbadc6d07,Does the content make sense?,1.0,1
Annotator4,a7f8bcae-94b0-43a9-a50e-33cdbadc6d07,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,a7f8bcae-94b0-43a9-a50e-33cdbadc6d07,Does the content make sense?,1.0,1
Annotator1,a864fed3-af3c-47fe-aa68-b483dfdcca45,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,a864fed3-af3c-47fe-aa68-b483dfdcca45,Does the content make sense?,1.0,1
Annotator2,a864fed3-af3c-47fe-aa68-b483dfdcca45,Does the content make sense?,1.0,1
Annotator2,a864fed3-af3c-47fe-aa68-b483dfdcca45,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,a864fed3-af3c-47fe-aa68-b483dfdcca45,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,a864fed3-af3c-47fe-aa68-b483dfdcca45,Does the content make sense?,1.0,1
Annotator1,ab30ffb6-bbdf-4c04-bca9-882a1256f176,"Is this fluent, human-written Estonian?",1.0,3
Annotator1,ab30ffb6-bbdf-4c04-bca9-882a1256f176,Does the content make sense?,1.0,1
Annotator2,ab30ffb6-bbdf-4c04-bca9-882a1256f176,Does the content make sense?,1.0,1
Annotator2,ab30ffb6-bbdf-4c04-bca9-882a1256f176,"Is this fluent, human-written Estonian?",1.0,3
Annotator4,ab30ffb6-bbdf-4c04-bca9-882a1256f176,Does the content make sense?,1.0,1
Annotator4,ab30ffb6-bbdf-4c04-bca9-882a1256f176,"Is this fluent, human-written Estonian?",1.0,3
Annotator1,ad081edb-41b3-4e5a-91bd-36f8f2bc5e58,"Is this fluent, human-written Estonian?",3.0,3
Annotator1,ad081edb-41b3-4e5a-91bd-36f8f2bc5e58,Does the content make sense?,1.0,1
Annotator2,ad081edb-41b3-4e5a-91bd-36f8f2bc5e58,Does the content make sense?,1.0,1
Annotator2,ad081edb-41b3-4e5a-91bd-36f8f2bc5e58,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,ad081edb-41b3-4e5a-91bd-36f8f2bc5e58,Does the content make sense?,1.0,1
Annotator4,ad081edb-41b3-4e5a-91bd-36f8f2bc5e58,"Is this fluent, human-written Estonian?",3.0,3
Annotator1,af9115de-f523-4adb-aec9-bbfb70784976,Does the content make sense?,1.0,1
Annotator1,af9115de-f523-4adb-aec9-bbfb70784976,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,af9115de-f523-4adb-aec9-bbfb70784976,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,af9115de-f523-4adb-aec9-bbfb70784976,Does the content make sense?,0.0,1
Annotator4,af9115de-f523-4adb-aec9-bbfb70784976,Does the content make sense?,0.0,1
Annotator4,af9115de-f523-4adb-aec9-bbfb70784976,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,b391a09a-94c2-4aa1-9be0-1e96635bd4b0,"Is this fluent, human-written Estonian?",1.0,3
Annotator1,b391a09a-94c2-4aa1-9be0-1e96635bd4b0,Does the content make sense?,1.0,1
Annotator2,b391a09a-94c2-4aa1-9be0-1e96635bd4b0,"Is this fluent, human-written Estonian?",0.0,3
Annotator2,b391a09a-94c2-4aa1-9be0-1e96635bd4b0,Does the content make sense?,0.0,1
Annotator4,b391a09a-94c2-4aa1-9be0-1e96635bd4b0,Does the content make sense?,0.0,1
Annotator4,b391a09a-94c2-4aa1-9be0-1e96635bd4b0,"Is this fluent, human-written Estonian?",0.0,3
Annotator1,b5da62dd-9efd-4bc4-b440-b2d12b4c5734,"Is this fluent, human-written Estonian?",3.0,3
Annotator1,b5da62dd-9efd-4bc4-b440-b2d12b4c5734,Does the content make sense?,1.0,1
Annotator2,b5da62dd-9efd-4bc4-b440-b2d12b4c5734,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,b5da62dd-9efd-4bc4-b440-b2d12b4c5734,Does the content make sense?,1.0,1
Annotator4,b5da62dd-9efd-4bc4-b440-b2d12b4c5734,Does the content make sense?,1.0,1
Annotator4,b5da62dd-9efd-4bc4-b440-b2d12b4c5734,"Is this fluent, human-written Estonian?",3.0,3
Annotator1,bc13f870-071a-4f6d-aade-876e96ef26a4,"Is this fluent, human-written Estonian?",1.0,3
Annotator1,bc13f870-071a-4f6d-aade-876e96ef26a4,Does the content make sense?,1.0,1
Annotator2,bc13f870-071a-4f6d-aade-876e96ef26a4,Does the content make sense?,0.0,1
Annotator2,bc13f870-071a-4f6d-aade-876e96ef26a4,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,bc13f870-071a-4f6d-aade-876e96ef26a4,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,bc13f870-071a-4f6d-aade-876e96ef26a4,Does the content make sense?,1.0,1
Annotator1,bc70f9b2-77a4-4481-9af1-4084a5aa7de1,"Is this fluent, human-written Estonian?",1.0,3
Annotator1,bc70f9b2-77a4-4481-9af1-4084a5aa7de1,Does the content make sense?,1.0,1
Annotator2,bc70f9b2-77a4-4481-9af1-4084a5aa7de1,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,bc70f9b2-77a4-4481-9af1-4084a5aa7de1,Does the content make sense?,1.0,1
Annotator4,bc70f9b2-77a4-4481-9af1-4084a5aa7de1,"Is this fluent, human-written Estonian?",1.0,3
Annotator4,bc70f9b2-77a4-4481-9af1-4084a5aa7de1,Does the content make sense?,1.0,1
Annotator1,bd912013-9102-48a9-9bab-f8b3eeda302a,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,bd912013-9102-48a9-9bab-f8b3eeda302a,Does the content make sense?,1.0,1
Annotator2,bd912013-9102-48a9-9bab-f8b3eeda302a,Does the content make sense?,0.0,1
Annotator2,bd912013-9102-48a9-9bab-f8b3eeda302a,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,bd912013-9102-48a9-9bab-f8b3eeda302a,Does the content make sense?,1.0,1
Annotator4,bd912013-9102-48a9-9bab-f8b3eeda302a,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,c5b612af-90b4-4308-ae10-594123def32c,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,c5b612af-90b4-4308-ae10-594123def32c,Does the content make sense?,1.0,1
Annotator2,c5b612af-90b4-4308-ae10-594123def32c,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,c5b612af-90b4-4308-ae10-594123def32c,Does the content make sense?,1.0,1
Annotator4,c5b612af-90b4-4308-ae10-594123def32c,Does the content make sense?,1.0,1
Annotator4,c5b612af-90b4-4308-ae10-594123def32c,"Is this fluent, human-written Estonian?",3.0,3
Annotator1,c9e051f1-48cb-4079-ae27-2551a4252659,Does the content make sense?,1.0,1
Annotator1,c9e051f1-48cb-4079-ae27-2551a4252659,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,c9e051f1-48cb-4079-ae27-2551a4252659,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,c9e051f1-48cb-4079-ae27-2551a4252659,Does the content make sense?,1.0,1
Annotator4,c9e051f1-48cb-4079-ae27-2551a4252659,Does the content make sense?,1.0,1
Annotator4,c9e051f1-48cb-4079-ae27-2551a4252659,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,cd0ba297-6687-4498-b92c-6bc8d990f2cf,Does the content make sense?,1.0,1
Annotator1,cd0ba297-6687-4498-b92c-6bc8d990f2cf,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,cd0ba297-6687-4498-b92c-6bc8d990f2cf,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,cd0ba297-6687-4498-b92c-6bc8d990f2cf,Does the content make sense?,0.0,1
Annotator4,cd0ba297-6687-4498-b92c-6bc8d990f2cf,"Is this fluent, human-written Estonian?",1.0,3
Annotator4,cd0ba297-6687-4498-b92c-6bc8d990f2cf,Does the content make sense?,1.0,1
Annotator1,ce2cf258-ca5f-4ae8-83ef-932dca60d1cb,"Is this fluent, human-written Estonian?",3.0,3
Annotator1,ce2cf258-ca5f-4ae8-83ef-932dca60d1cb,Does the content make sense?,1.0,1
Annotator2,ce2cf258-ca5f-4ae8-83ef-932dca60d1cb,Does the content make sense?,1.0,1
Annotator2,ce2cf258-ca5f-4ae8-83ef-932dca60d1cb,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,ce2cf258-ca5f-4ae8-83ef-932dca60d1cb,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,ce2cf258-ca5f-4ae8-83ef-932dca60d1cb,Does the content make sense?,1.0,1
Annotator1,d42bf8bb-ceb6-4c84-b327-d59334e0064b,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,d42bf8bb-ceb6-4c84-b327-d59334e0064b,Does the content make sense?,1.0,1
Annotator2,d42bf8bb-ceb6-4c84-b327-d59334e0064b,Does the content make sense?,1.0,1
Annotator2,d42bf8bb-ceb6-4c84-b327-d59334e0064b,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,d42bf8bb-ceb6-4c84-b327-d59334e0064b,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,d42bf8bb-ceb6-4c84-b327-d59334e0064b,Does the content make sense?,1.0,1
Annotator1,d5cdef25-fe17-44ee-9f45-9191f38df68f,Does the content make sense?,1.0,1
Annotator1,d5cdef25-fe17-44ee-9f45-9191f38df68f,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,d5cdef25-fe17-44ee-9f45-9191f38df68f,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,d5cdef25-fe17-44ee-9f45-9191f38df68f,Does the content make sense?,1.0,1
Annotator4,d5cdef25-fe17-44ee-9f45-9191f38df68f,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,d5cdef25-fe17-44ee-9f45-9191f38df68f,Does the content make sense?,1.0,1
Annotator1,d8ac4314-51b1-49be-8124-23703d3bc5e2,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,d8ac4314-51b1-49be-8124-23703d3bc5e2,Does the content make sense?,1.0,1
Annotator2,d8ac4314-51b1-49be-8124-23703d3bc5e2,"Is this fluent, human-written Estonian?",1.0,3
Annotator2,d8ac4314-51b1-49be-8124-23703d3bc5e2,Does the content make sense?,1.0,1
Annotator4,d8ac4314-51b1-49be-8124-23703d3bc5e2,"Is this fluent, human-written Estonian?",1.0,3
Annotator4,d8ac4314-51b1-49be-8124-23703d3bc5e2,Does the content make sense?,1.0,1
Annotator1,de065ae2-c22d-4c85-ad9e-e9e93817008d,Does the content make sense?,1.0,1
Annotator1,de065ae2-c22d-4c85-ad9e-e9e93817008d,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,de065ae2-c22d-4c85-ad9e-e9e93817008d,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,de065ae2-c22d-4c85-ad9e-e9e93817008d,Does the content make sense?,1.0,1
Annotator4,de065ae2-c22d-4c85-ad9e-e9e93817008d,Does the content make sense?,1.0,1
Annotator4,de065ae2-c22d-4c85-ad9e-e9e93817008d,"Is this fluent, human-written Estonian?",3.0,3
Annotator1,e1bd84c7-cff7-4dca-b133-dace4d93574e,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,e1bd84c7-cff7-4dca-b133-dace4d93574e,Does the content make sense?,1.0,1
Annotator2,e1bd84c7-cff7-4dca-b133-dace4d93574e,"Is this fluent, human-written Estonian?",1.0,3
Annotator2,e1bd84c7-cff7-4dca-b133-dace4d93574e,Does the content make sense?,1.0,1
Annotator4,e1bd84c7-cff7-4dca-b133-dace4d93574e,"Is this fluent, human-written Estonian?",1.0,3
Annotator4,e1bd84c7-cff7-4dca-b133-dace4d93574e,Does the content make sense?,1.0,1
Annotator1,e34160bb-6498-46ec-b776-316e2fa25ba0,"Is this fluent, human-written Estonian?",3.0,3
Annotator1,e34160bb-6498-46ec-b776-316e2fa25ba0,Does the content make sense?,1.0,1
Annotator2,e34160bb-6498-46ec-b776-316e2fa25ba0,Does the content make sense?,0.0,1
Annotator2,e34160bb-6498-46ec-b776-316e2fa25ba0,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,e34160bb-6498-46ec-b776-316e2fa25ba0,"Is this fluent, human-written Estonian?",1.0,3
Annotator4,e34160bb-6498-46ec-b776-316e2fa25ba0,Does the content make sense?,1.0,1
Annotator1,e3ab2d26-61de-4f79-ba23-ed81ae2692cd,"Is this fluent, human-written Estonian?",3.0,3
Annotator1,e3ab2d26-61de-4f79-ba23-ed81ae2692cd,Does the content make sense?,0.0,1
Annotator2,e3ab2d26-61de-4f79-ba23-ed81ae2692cd,Does the content make sense?,0.0,1
Annotator2,e3ab2d26-61de-4f79-ba23-ed81ae2692cd,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,e3ab2d26-61de-4f79-ba23-ed81ae2692cd,Does the content make sense?,0.0,1
Annotator4,e3ab2d26-61de-4f79-ba23-ed81ae2692cd,"Is this fluent, human-written Estonian?",3.0,3
Annotator1,e60e21d8-3784-41e6-85f2-e06576deebff,Does the content make sense?,1.0,1
Annotator1,e60e21d8-3784-41e6-85f2-e06576deebff,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,e60e21d8-3784-41e6-85f2-e06576deebff,Does the content make sense?,1.0,1
Annotator2,e60e21d8-3784-41e6-85f2-e06576deebff,"Is this fluent, human-written Estonian?",1.0,3
Annotator4,e60e21d8-3784-41e6-85f2-e06576deebff,Does the content make sense?,1.0,1
Annotator4,e60e21d8-3784-41e6-85f2-e06576deebff,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,e7617cf0-39e8-4902-8f43-debe61e01d34,Does the content make sense?,1.0,1
Annotator1,e7617cf0-39e8-4902-8f43-debe61e01d34,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,e7617cf0-39e8-4902-8f43-debe61e01d34,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,e7617cf0-39e8-4902-8f43-debe61e01d34,Does the content make sense?,0.0,1
Annotator4,e7617cf0-39e8-4902-8f43-debe61e01d34,Does the content make sense?,0.0,1
Annotator4,e7617cf0-39e8-4902-8f43-debe61e01d34,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,f04c9dbd-648f-4517-9646-9a6efc3600e6,Does the content make sense?,1.0,1
Annotator1,f04c9dbd-648f-4517-9646-9a6efc3600e6,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,f04c9dbd-648f-4517-9646-9a6efc3600e6,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,f04c9dbd-648f-4517-9646-9a6efc3600e6,Does the content make sense?,1.0,1
Annotator4,f04c9dbd-648f-4517-9646-9a6efc3600e6,Does the content make sense?,1.0,1
Annotator4,f04c9dbd-648f-4517-9646-9a6efc3600e6,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,f252ed2f-bfd7-4a57-8b9c-c0bba2ef4ab5,"Is this fluent, human-written Estonian?",3.0,3
Annotator1,f252ed2f-bfd7-4a57-8b9c-c0bba2ef4ab5,Does the content make sense?,1.0,1
Annotator2,f252ed2f-bfd7-4a57-8b9c-c0bba2ef4ab5,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,f252ed2f-bfd7-4a57-8b9c-c0bba2ef4ab5,Does the content make sense?,1.0,1
Annotator4,f252ed2f-bfd7-4a57-8b9c-c0bba2ef4ab5,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,f252ed2f-bfd7-4a57-8b9c-c0bba2ef4ab5,Does the content make sense?,1.0,1
Annotator1,f35e8b0f-a0ec-47ab-a8ef-22835e6b8b69,Does the content make sense?,1.0,1
Annotator1,f35e8b0f-a0ec-47ab-a8ef-22835e6b8b69,"Is this fluent, human-written Estonian?",1.0,3
Annotator2,f35e8b0f-a0ec-47ab-a8ef-22835e6b8b69,Does the content make sense?,1.0,1
Annotator2,f35e8b0f-a0ec-47ab-a8ef-22835e6b8b69,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,f35e8b0f-a0ec-47ab-a8ef-22835e6b8b69,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,f35e8b0f-a0ec-47ab-a8ef-22835e6b8b69,Does the content make sense?,1.0,1
Annotator1,f47eb87b-550c-4c7b-a287-82fe24c7a784,Does the content make sense?,0.0,1
Annotator1,f47eb87b-550c-4c7b-a287-82fe24c7a784,"Is this fluent, human-written Estonian?",1.0,3
Annotator2,f47eb87b-550c-4c7b-a287-82fe24c7a784,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,f47eb87b-550c-4c7b-a287-82fe24c7a784,Does the content make sense?,1.0,1
Annotator4,f47eb87b-550c-4c7b-a287-82fe24c7a784,Does the content make sense?,0.0,1
Annotator4,f47eb87b-550c-4c7b-a287-82fe24c7a784,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,f583f462-421c-4bfb-b77d-eacd6a3ac735,Does the content make sense?,1.0,1
Annotator1,f583f462-421c-4bfb-b77d-eacd6a3ac735,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,f583f462-421c-4bfb-b77d-eacd6a3ac735,Does the content make sense?,1.0,1
Annotator2,f583f462-421c-4bfb-b77d-eacd6a3ac735,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,f583f462-421c-4bfb-b77d-eacd6a3ac735,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,f583f462-421c-4bfb-b77d-eacd6a3ac735,Does the content make sense?,1.0,1
Annotator1,fac723da-8492-4333-8000-a87980a58c6b,Does the content make sense?,1.0,1
Annotator1,fac723da-8492-4333-8000-a87980a58c6b,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,fac723da-8492-4333-8000-a87980a58c6b,Does the content make sense?,1.0,1
Annotator2,fac723da-8492-4333-8000-a87980a58c6b,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,fac723da-8492-4333-8000-a87980a58c6b,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,fac723da-8492-4333-8000-a87980a58c6b,Does the content make sense?,1.0,1
Annotator1,fb46f8ab-5312-4515-beb9-1620b2c0c818,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,fb46f8ab-5312-4515-beb9-1620b2c0c818,Does the content make sense?,1.0,1
Annotator2,fb46f8ab-5312-4515-beb9-1620b2c0c818,Does the content make sense?,0.0,1
Annotator2,fb46f8ab-5312-4515-beb9-1620b2c0c818,"Is this fluent, human-written Estonian?",3.0,3
Annotator4,fb46f8ab-5312-4515-beb9-1620b2c0c818,Does the content make sense?,1.0,1
Annotator4,fb46f8ab-5312-4515-beb9-1620b2c0c818,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,fbee8a45-9d5a-47e3-b324-81db3bec4d30,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,fbee8a45-9d5a-47e3-b324-81db3bec4d30,Does the content make sense?,1.0,1
Annotator2,fbee8a45-9d5a-47e3-b324-81db3bec4d30,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,fbee8a45-9d5a-47e3-b324-81db3bec4d30,Does the content make sense?,1.0,1
Annotator4,fbee8a45-9d5a-47e3-b324-81db3bec4d30,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,fbee8a45-9d5a-47e3-b324-81db3bec4d30,Does the content make sense?,1.0,1
Annotator1,fda4b1e4-996f-4f2f-bcc6-d5ff3515db7f,"Is this fluent, human-written Estonian?",2.0,3
Annotator1,fda4b1e4-996f-4f2f-bcc6-d5ff3515db7f,Does the content make sense?,1.0,1
Annotator2,fda4b1e4-996f-4f2f-bcc6-d5ff3515db7f,Does the content make sense?,0.0,1
Annotator2,fda4b1e4-996f-4f2f-bcc6-d5ff3515db7f,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,fda4b1e4-996f-4f2f-bcc6-d5ff3515db7f,"Is this fluent, human-written Estonian?",2.0,3
Annotator4,fda4b1e4-996f-4f2f-bcc6-d5ff3515db7f,Does the content make sense?,0.0,1
Annotator1,fecdfdd0-83c0-4809-9941-07a06b682d64,Does the content make sense?,1.0,1
Annotator1,fecdfdd0-83c0-4809-9941-07a06b682d64,"Is this fluent, human-written Estonian?",2.0,3
Annotator2,fecdfdd0-83c0-4809-9941-07a06b682d64,"Is this fluent, human-written Estonian?",3.0,3
Annotator2,fecdfdd0-83c0-4809-9941-07a06b682d64,Does the content make sense?,1.0,1
Annotator4,fecdfdd0-83c0-4809-9941-07a06b682d64,Does the content make sense?,1.0,1
Annotator4,fecdfdd0-83c0-4809-9941-07a06b682d64,"Is this fluent, human-written Estonian?",2.0,3
